resultPosition,trapNumber,raceTime,raceDate,raceId,raceNumber,raceClass,raceDistance,meetingId,trackName,dogId,dogName,dogSire,dogDam,trainerName,ownerName
1,6,11:01:00,18/01/2018,404114,1,D2,265.0,334505,Central Park,477875,Zenas Allrite,Razldazl George,Athlacca Charm,J J March,Mr C Sliney
1,1,,18/01/2018,406992,7,T3,380.0,334559,Crayford,491629,Kelva Touch,Touch Tackle,Sneezys Dippy,J Daly,Jim Daly Racing Syndicate
1,4,,18/01/2018,406991,6,T1,380.0,334559,Crayford,505178,Petrograd,Paradise Madison,Ballymac Bra,M N Fenwick,Mr P J Cusack
1,1,,18/01/2018,406990,5,T3,380.0,334559,Crayford,500800,Wickla Gudrun,Vans Escalade,Maid Of China,B S Green,Greens Greyhounds
1,3,,18/01/2018,406989,4,T1,380.0,334559,Crayford,499361,Kelva Steve,Touch Tackle,Missy Kissy,J Daly,The Lions Syndicate
1,4,,18/01/2018,406984,82,T1,250.0,334553,Peterborough,496423,Tyrur Raquel,Tyrur Big Mike,Locnamon Bridie,S A Saberton,Mrs B Fordham
1,3,,18/01/2018,406983,81,T1,250.0,334553,Peterborough,450860,Hetty Handful,Forest Master,Dees Princess,J A Forman,Mr T Newbold
1,5,,18/01/2018,406982,78,T1,250.0,334553,Peterborough,504786,Last Man Stands,Kinloch Brae,Waspinajar,R Devenish,The Castor Beasts
1,2,,18/01/2018,406981,77,T1,250.0,334553,Peterborough,493598,Cash Is Gold,Barefoot Bolt,Barrigone Travel,A R Timbrell,Mr A R Timbrell
1,2,,18/01/2018,406980,76,T1,250.0,334553,Peterborough,491375,Vigorous Gina,Droopys Jet,Cooladerry Fizz,S A Saberton,"Mr P L Bird,mr P J Davis"
1,6,,18/01/2018,406979,74,T1,250.0,334553,Peterborough,493978,Alices Pearl,Laughil Blake,Tyra Cool,J J Luckhurst,Mr L Atherton
1,5,,18/01/2018,406978,73,T1,250.0,334553,Peterborough,504787,Sting Brae,Kinloch Brae,Waspinajar,R Devenish,The Castor Beasts
1,3,,18/01/2018,406977,72,T3,250.0,334553,Peterborough,476657,Coolruss Geoff,Tullymurry Act,Avas Castle,P J R Steward,Coolruss Racing
1,6,,18/01/2018,406976,70,T2,250.0,334553,Peterborough,504789,Inch Hero,Skellig Way,Crushers Babe,G Creckendon,Rainbow Racing
1,3,,18/01/2018,406974,66,T1,250.0,334553,Peterborough,486608,Ring For Jimmy,Head Bound,Milliesupreme,R Devenish,Mr R J M Hall
1,3,,18/01/2018,406973,64,T1,250.0,334553,Peterborough,495792,Torrent Treasure,Gold Slipalong,Quare Day,K Gooding,Mr J J Brennan
1,1,,18/01/2018,406972,62,T1,250.0,334553,Peterborough,484981,Jazzy Bella,Farloe Ironman,Tango Chris,S A Saberton,Mr E D Gaunt
1,6,,18/01/2018,406971,60,T1,250.0,334553,Peterborough,504788,Wasps Legacy,Kinloch Brae,Waspinajar,R Devenish,The Castor Beasts
1,1,,18/01/2018,406969,53,T1,435.0,334553,Peterborough,490842,Imokilly Mall,Mall Brandy,Speed Lock,P S Rea,Mr P S Rea
1,1,,18/01/2018,406968,52,T1,435.0,334553,Peterborough,486502,Paradise Bacardi,Cashen Legend,Dalcash Paradise,S A Saberton,"Mr P L Bird,mr D J Simpson"
1,2,,18/01/2018,406967,50,T3,435.0,334553,Peterborough,466798,Seldom Seen,Hondo Black,Eyepad,V P Hawes,Mr M F Alden
1,3,,18/01/2018,406966,49,T1,435.0,334553,Peterborough,486964,Four Elms,Sparta Maestro,Caretaker Jo,P S Rea,Mr P S Rea
1,5,,18/01/2018,406964,47,T1,435.0,334553,Peterborough,501690,Scala Angel,Paradise Madison,Scala Fiona,A R Timbrell,Mr A R Timbrell
1,6,,18/01/2018,406963,42,T1,435.0,334553,Peterborough,488910,Do It Manic,Wise Thought,Manic Premier,L M Steward,Apache Racing
1,1,,18/01/2018,406962,38,T1,435.0,334553,Peterborough,492767,Fenview Rosie,Kinloch Brae,Princess Aine,P J R Steward,"Mr J R L Ellis,mr J R Palmer,mrs D Rugg"
1,4,,18/01/2018,406961,36,T3,435.0,334553,Peterborough,500080,Prophet,Kinloch Brae,Final Gold,G Creckendon,Mr D Sullivan
1,2,,18/01/2018,406960,35,T2,435.0,334553,Peterborough,467187,Bartley Princess,Coolavanny Bert,Fabulous Banner,P J Bartley,Mr I M J Bartley
1,6,,18/01/2018,406959,32,T1,435.0,334553,Peterborough,504513,Facelikethunder,Paradise Madison,Springmount Zena,S A Saberton,Mr S J Fordham
1,2,,18/01/2018,406958,31,T1,435.0,334553,Peterborough,503558,Maid Of Loxley,Storm Control,Swanson Rosette,E Gowler,Mrs C Whaley
1,4,,18/01/2018,406957,29,T1,435.0,334553,Peterborough,488795,Robbies Torres,Ballymac Vic,Locnamon Megan,P G Broome,Broomeracing Syndicate
1,4,,18/01/2018,406956,28,T3,435.0,334553,Peterborough,489517,Droopys Darren,Ballymac Eske,Droopys Hilda,V K Thom,Mr G P Hawes
1,2,,18/01/2018,406955,27,T1,435.0,334553,Peterborough,498814,Forest Rita,Rio Quattro,Forest Mollie,D R Pruhs,Mr J A Gilliar
1,5,,18/01/2018,406954,26,T1,435.0,334553,Peterborough,470469,Blue Queen,Droopys Scolari,Selkirk Souter,K Gooding,Mr R Devereux
1,5,,18/01/2018,406953,23,T1,435.0,334553,Peterborough,501691,Scala Fort,,
1,2,,18/01/2018,406952,22,T1,435.0,334553,Peterborough,484125,Hare Ruffler,Hades Rocket,Waspinajar,R Devenish,The Castor Beasts
1,1,,18/01/2018,406951,20,T2,435.0,334553,Peterborough,481191,Stepaway Lady,Archaton Pine,Miss Lochdeise,S A Saberton,Mr S Saberton
1,3,,18/01/2018,406950,18,T1,435.0,334553,Peterborough,503388,Noirs Chieftain,Ballymac Vic,Noirs Peaches,A M Kemp,Mr T Simmons
1,2,,18/01/2018,406949,17,T1,435.0,334553,Peterborough,487842,Mays Markaz,Superior Product,Mays Bonus,P G Broome,Mr N B L Clark
1,3,,18/01/2018,406948,16,T1,435.0,334553,Peterborough,504593,Kooga Khan,Laughil Blake,Shes A Dream,D R Pruhs,"Mr P A Allen,mr J W Gilson"
1,3,,18/01/2018,406947,15,T3,435.0,334553,Peterborough,491626,Jet Set Julie,Head Bound,Ballymac I said,M Newberry,Mr S P Newberry
1,6,,18/01/2018,406946,14,T2,435.0,334553,Peterborough,481325,Do It Legend,Cashen Legend,Final Rinmore,L M Steward,Apache Racing
1,6,,18/01/2018,406945,12,T3,435.0,334553,Peterborough,499143,Halo Ranger,Kinloch Brae,Black Polly,A R Timbrell,Mr A R Timbrell
1,4,,18/01/2018,406944,11,T3,435.0,334553,Peterborough,475962,Unique Legend,Droopys Scolari,Unique Breda,V P Hawes,Mr M F Alden
1,2,,18/01/2018,406943,10,T3,435.0,334553,Peterborough,497063,Scotchrath Brian,Vans Escalade,Sotchrath Doll,P Ward,Mr J R Ellis
1,4,,18/01/2018,406942,9,T1,435.0,334553,Peterborough,497131,Vickys Pearl,Ballymac Vic,Ballymac Sky,R Devenish,Mr P D Band
1,3,,18/01/2018,406941,8,T1,435.0,334553,Peterborough,487445,Bit View Colin,Tullymurry Act,Broadacres Mist,T Simmons,Mrs D C Simmons
1,4,,18/01/2018,406940,6,T1,435.0,334553,Peterborough,474754,Kooga Klammer,Roxholme Bully,Millbrook Gaga,D R Pruhs,"Mr P A Allen,mr J W Gilson"
1,2,,18/01/2018,406939,4,T1,620.0,334553,Peterborough,478054,Blackstone Trixi,Mall Brandy,Blackstone Skybe,P J R Steward,The Evergreens
1,3,,18/01/2018,406938,1,T3,620.0,334553,Peterborough,479510,Able Winner,Aero Majestic,Ruby Red,I M J Bartley,Mr P S Rugg
1,3,,18/01/2018,406937,6,T1,480.0,334554,Monmore,504552,Soldier Jack,Monroe Hondo,Head Paw,P Burford,Mr M A Folley
1,1,,18/01/2018,406936,2,T3,480.0,334554,Monmore,491785,Triple A Pine,Archaton Pine,Maggies Call,C Price,"Miss K S Delaney,miss C Price"
1,6,,18/01/2018,406935,1,T3,480.0,334554,Monmore,470247,Delightful Song,Shaneboy Lee,Delightful Flyer,C Allsopp,Mr C Allsopp
1,3,,18/01/2018,406933,22,T1,265.0,334555,Central Park,485178,Exiles Act,Tullymurry Act,Rafa Baby,D P Brabon,"Mr L J Greenwood,mr M Scott"
1,3,,18/01/2018,406932,20,T1,265.0,334555,Central Park,489625,Shaunas Mustang,Ballymac Vic,Seiskin Diva,M Mavrias,Mrs C M Mavrias
1,4,,18/01/2018,406931,19,T2,265.0,334555,Central Park,498198,Edenvale Vera,Holborn Mac,Bearhaven Kim,R S Griffin,Mr R S Griffin
1,4,,18/01/2018,406930,18,T3,265.0,334555,Central Park,504643,Dilemmas Jet,Mind The Net,Dilemmas Tessa,S Mavrias,Mr A Elias
1,3,,18/01/2018,406929,16,T3,265.0,334555,Central Park,485389,Tiger Frankie,Tullymurry Act,Ballymac Paula,R W Butler,Mr T Dodd
1,3,,18/01/2018,406928,15,T1,265.0,334555,Central Park,496359,Sonofadigger,Taylors Sky,Ballaghboy Cool,N J Deas,Miss A Dalton
1,2,,18/01/2018,406927,14,T1,265.0,334555,Central Park,491255,Angry Boy,Superior Product,Angry Bird,D P Brabon,Mr D P Brabon
1,2,,18/01/2018,406926,13,T3,265.0,334555,Central Park,472703,Glassmoss Ron,Lenson Bolt,Black Reason,R S Griffin,Mr L Brooks
1,3,,18/01/2018,406925,12,T1,265.0,334555,Central Park,503458,Divas Lily,Mall Brandy,Lily Of Scart,L Brown,Mrs M M Sullivan
1,2,,18/01/2018,406924,6,T1,480.0,334555,Central Park,504461,Our Luney,Hello Deejay,Jaytee Jules,M Mavrias,Mrs C M Mavrias
1,4,,18/01/2018,406923,5,T1,480.0,334555,Central Park,487597,Run On Rapid,Droopys Cain,Farloe Jubilee,M Mavrias,Thorntons Racing Thrill
1,4,,18/01/2018,406922,4,T1,480.0,334555,Central Park,502089,Final Pal,Scolari Me Daddy,Final Oyster,G Andreas,Mr G Andreas
1,4,,18/01/2018,406921,3,T3,480.0,334555,Central Park,503961,Baran Hellcat,Tyrur Sugar Ray,Killinan Josie,J T Kingsley,Barans Removals
1,5,,18/01/2018,406920,2,T1,480.0,334555,Central Park,503673,Run On Speedy,Romeo Recruit,Run On Cookie,M Mavrias,Mrs C M Mavrias
1,3,,18/01/2018,406919,1,T1,642.0,334555,Central Park,493833,Nice Wood,Definate Opinion,Pegswood Girl,D K Hurlock,Mr C M C Cashmore
1,4,,18/01/2018,406918,5,T1,277.0,334546,Henlow,503333,Curse Of Kane,King Kane,Payback Agenda,D Henry,Mr J Lynk
1,3,,18/01/2018,406917,4,T1,277.0,334546,Henlow,499132,Savana Dancer,Laughil Blake,Champion Candy,G A Payne,Mr K A Boothby
1,3,,18/01/2018,406916,3,T1,460.0,334546,Henlow,483193,Go Back Sal,Rumble Impact,Sauvage Summer,W C Munden,Mr W C Munden
1,5,,18/01/2018,406915,2,T1,460.0,334546,Henlow,490811,Surprise Me Bill,Oaks Road,Bush Whitney,V A Lea,Mr S K Lapidge
1,1,,18/01/2018,406914,1,T3,460.0,334546,Henlow,503498,Lotties Rocket,Taylors Sky,Corrin Minnie,D W Lee,"Mr T Mumford,mr G E Watson"
1,2,,18/01/2018,406913,16,T1,261.0,334538,Sunderland,455610,Swift Bird,Makeshift,Swift Temple,E Y Bell,Mr J Stanness
1,5,,18/01/2018,406912,15,T3,261.0,334538,Sunderland,477386,Calzaghe Boxer,Crash,Tyrgal Lola,S Linley,Mr C Roberts
1,4,,18/01/2018,406911,14,T1,261.0,334538,Sunderland,471503,Cairns Lulu,Kinloch Brae,Jumeirah Duchess,E Y Bell,Mr J Blakeney
1,3,,18/01/2018,406910,13,T1,261.0,334538,Sunderland,489113,Swift Adele,Kinloch Brae,Zaras Princess,S Linley,Mr S Linley
1,3,,18/01/2018,406909,11,T1,261.0,334538,Sunderland,443758,Lanody Mill,Cashen Legend,Perles Bay,E Y Bell,Mr K Forster
1,4,,18/01/2018,406908,10,T1,261.0,334538,Sunderland,455628,Salmegirl,Kinloch Brae,Marinas Best,P Miller,Bigger Bag Of Sweets Syndicate
1,2,,18/01/2018,406907,9,T2,261.0,334538,Sunderland,471526,Cairns Cilla,Kinloch Brae,Jumeirah Duchess,E Y Bell,Mr J Blakeney
1,3,,18/01/2018,406906,8,T3,450.0,334538,Sunderland,487319,Westoe Sapphire,Droopys Jet,Hestia Jet,E A Lagan,The Westoe Syndicate
1,4,,18/01/2018,406905,7,T1,450.0,334538,Sunderland,498219,Shale Naholo,Farloe Blitz,Shale Sally,S Linley,Mr C Harker
1,5,,18/01/2018,406904,6,T1,450.0,334538,Sunderland,494818,Shellam Larry,Razldazl Billy,Laughil Liz,J Mcgee,Mr R Clarke
1,3,,18/01/2018,406903,5,T1,450.0,334538,Sunderland,486825,Head Up Kitty,,
1,1,,18/01/2018,406902,4,T3,450.0,334538,Sunderland,477401,Cabra Daisy,Top Savings,Cabra Ebony,P Miller,Bigger Bag Of Sweets Syndicate
1,4,,18/01/2018,406901,3,T1,450.0,334538,Sunderland,487819,Dinnington Champ,Pinpoint Maxi,Lady Script,D Ogden,Mr D Ogden
1,4,,18/01/2018,406900,2,T3,450.0,334538,Sunderland,502898,Cerberus Jules,Mutual Agreement,Whiteshadeofpale,J Mcgee,Mr P E Lagan
1,3,,18/01/2018,406899,1,T3,450.0,334538,Sunderland,498541,Jackapops,Ballymac Vic,Tally,M T Baker,Miss C A Hughes
1,6,,18/01/2018,406898,12,T1,515.0,334549,Hove,498748,Whizzy Mischief,Rio Quattro,Droopys Twirl,P W Young,Whizzy Syndicate
1,3,,18/01/2018,406897,11,T1,515.0,334549,Hove,481254,Droopys Jock,Aero Majestic,Droopys Solange,M J Dartnall,"Mr B G Bradshaw,mr E M J Kelly"
1,5,,18/01/2018,406896,10,T1,515.0,334549,Hove,497282,Kylegrove Newera,Droopys Cain,Bangor Alice,S A Cahill,Kylegrove Syndicate
1,4,,18/01/2018,406895,9,T2,515.0,334549,Hove,495639,Droopys Roxy,Tullymurry Act,Droopys Blossom,N E M Mcellistrim,"Mr A Banks,mr D P Franklin,mr D J Gray,miss N E M Mcellistrim"
1,2,,18/01/2018,406894,8,T1,695.0,334549,Hove,486292,Bubbly Bonnie,Kinloch Brae,Horgans Lady,P W Young,The Champagne Club Syndicate
1,1,,18/01/2018,406893,7,T1,285.0,334549,Hove,486344,Lets Be Ready,Me Buddy,Ballymac Pet,M J Dartnall,Let It Be Syndicate
1,4,,18/01/2018,406892,6,T1,285.0,334549,Hove,500290,Guinness Rover,Ballymac Vic,Noirs Peaches,S A Cahill,"Mr W C Morris,mrs V J Morris"
1,3,,18/01/2018,406891,5,T1,285.0,334549,Hove,485275,Mizzelli Lady,Tullymurry Act,Noelles Primco,J E Harvey,Mrs D Williams
1,4,,18/01/2018,406890,4,T1,285.0,334549,Hove,502865,Young Master,Romeo Recruit,Droopys Blossom,P W Young,Young At Heart Syndicate
1,2,,18/01/2018,406889,3,T2,285.0,334549,Hove,497007,Droopys Perfect,Laughil Blake,Droopys Posh,S A Cahill,Mr T P Coleman
1,1,,18/01/2018,406888,2,T1,285.0,334549,Hove,498292,Toast Of London,Tyrur Big Mike,Coolavanny Sella,M J Dartnall,"Mr B G Bradshaw,mrs B M Byrne,mr T B Jacobs"
1,5,,18/01/2018,406887,1,T2,285.0,334549,Hove,490550,Broadstrand Kiwi,Forest Master,Droopys Twirl,P W Young,"Mr B J Clements,mr J P Clements,mr N J Fraser"
1,3,,18/01/2018,406886,4,T1,277.0,334517,Yarmouth,502224,Sillan Vic,Ballymac Vic,Skywalker Shandy,J R Daly,Mr J R Daly
1,1,,18/01/2018,406885,3,T1,462.0,334517,Yarmouth,487178,Nostringattached,Kinloch Brae,Riverside Lucy,P I Cross,Mrs P I Cross
1,3,,18/01/2018,406884,2,T1,462.0,334517,Yarmouth,500576,Glaise Bunty,Tyrur Big Mike,Group Knowsbest,P B Witchell,Mr J R Ellis
1,1,,18/01/2018,406883,1,T1,462.0,334517,Yarmouth,487174,Shes Wild,Kinloch Brae,Riverside Lucy,P I Cross,Mrs P I Cross
1,3,,18/01/2018,406882,8,T1,280.0,334532,Sheffield,505110,Crown Inn Glory,Ballymac Vic,Molly The Legend,L J Stephenson,The Belton Boys
1,2,,18/01/2018,406881,7,T2,280.0,334532,Sheffield,495447,Salems Eugenia,Mind The Net,Cabra Jade,D Boulton,Time Flys
1,4,,18/01/2018,406880,6,T1,280.0,334532,Sheffield,503894,Inca Jewel,Droopys Midge,Natureofthetrade,P Barlow,"Mr P Barlow,mr D G Parker"
1,5,,18/01/2018,406879,5,T3,280.0,334532,Sheffield,467374,Drumsna Rocket,Boherbradda Mac,Royal Kate,L A Taylorson,Mrs L A Taylorson
1,6,,18/01/2018,406878,4,T1,500.0,334532,Sheffield,460552,Cheap Timber,Flying Penske,Kincora Lee,P D Sanderson,Mr T Wilson
1,4,,18/01/2018,406877,2,T1,500.0,334532,Sheffield,504095,Billwin Sue,Vans Escalade,Macie The Legend,J Zivkovic,Mr A S Bilson
1,3,,18/01/2018,406876,1,T1,500.0,334532,Sheffield,478662,Jaunty Maid,Tullymurry Act,Morningfavourite,D Boulton,Mr D P Ambler
1,5,,18/01/2018,406875,21,T1,275.0,334497,Perry Barr,457045,Fabulous Belief,Collision,Fabulous Shiraz,K P Whitehouse,Mr M L Rodger
1,3,,18/01/2018,406874,20,T1,275.0,334497,Perry Barr,484467,Noelles Rosario,David Bale,Noelles Swiftco,V A Lea,Mrs C A Hendy
1,4,,18/01/2018,406873,19,T1,275.0,334497,Perry Barr,483925,Free Is Good,Makeshift,Kilara Mia,S L Newberry,"Mr M Garnett,mrs S L Newberry"
1,2,,18/01/2018,406872,18,T1,275.0,334497,Perry Barr,494596,Headleys Magnum,Superior Product,Federal Express,J E Meek,Mr D Afferion
1,3,,18/01/2018,406871,17,T1,275.0,334497,Perry Barr,466537,Connorpass Simon,Kinloch Brae,Herself,J A Danahar,Mr J A Danahar
1,1,,18/01/2018,406870,16,T3,275.0,334497,Perry Barr,472001,Aero Tokarev,Hondo Black,Aero Joker,J E Meek,Justawin Syndicate
1,3,,18/01/2018,406869,15,T1,275.0,334497,Perry Barr,503468,Galtee Gouldy,Aero Majestic,Aero Lillie,S L Newberry,"Mr M D Gould,mrs S L Newberry"
1,6,,18/01/2018,406868,14,T1,275.0,334497,Perry Barr,465253,Drumkeen Oyster,Hondo Black,Eyepad,C A Hendy,Mrs C A Hendy
1,2,,18/01/2018,406867,13,T2,275.0,334497,Perry Barr,472289,Droopys Big Top,Tullymurry Act,Droopys Blossom,S W Deakin,Meadows Family Syndicate
1,3,,18/01/2018,406866,12,T1,275.0,334497,Perry Barr,500065,Joyful Jean,Definate Opinion,Coconut Slippers,J H Smith,Bullseye Uk Syndicate
1,3,,18/01/2018,406865,11,T2,225.0,334497,Perry Barr,500383,Brazilian Hitch,Scolari Me Daddy,Black Foot,S W Deakin,Miss T Baker
1,2,,18/01/2018,406864,10,T1,225.0,334497,Perry Barr,482982,Castell Johnnie,Vans Escalade,Tyrur Alice,L Short,Mrs L Short
1,2,,18/01/2018,406863,9,T1,480.0,334497,Perry Barr,501096,Ballymac Toolan,Vulturi,Angelas Lashes,I E Walker,Mr A I Minnis
1,3,,18/01/2018,406862,8,T1,480.0,334497,Perry Barr,503471,Cheyenne Storm,Storm Control,Atouchofvenus,S L Newberry,"Mr M J Giles,mrs S L Newberry"
1,3,,18/01/2018,406861,7,T2,480.0,334497,Perry Barr,477234,Marston Mccoy,Ace Hi Rumble,Ballymac Wander,S W Deakin,Mr R A Baker
1,3,,18/01/2018,406860,6,T1,480.0,334497,Perry Barr,499043,Ballymac Style,Vulturi,Angelas Lashes,I E Walker,Mr A I Minnis
1,4,,18/01/2018,406859,5,T1,480.0,334497,Perry Barr,495638,Castell Roxy,Kinloch Brae,Tyrur Alice,L Short,Mrs L Short
1,3,,18/01/2018,406858,4,T1,480.0,334497,Perry Barr,488955,Clashnamuiach,Ace Hi Rumble,Tyrur Stefani,J A Danahar,Mr J A Danahar
1,4,,18/01/2018,406857,3,T1,480.0,334497,Perry Barr,499560,Ballymac Dropoff,,
1,1,,18/01/2018,406856,2,T1,480.0,334497,Perry Barr,492611,Edsup Girl,Sparta Maestro,Pleasant Moments,G L Davidson,The Edsup Boys
1,4,,18/01/2018,406855,1,T3,480.0,334497,Perry Barr,490430,Chaotic Bale,David Bale,Chaotic Sandy,V A Lea,Mr T J Hendy
1,2,,18/01/2018,406854,15,T2,290.0,334494,Newcastle,497258,Dodgers Drum,Salad Dodger,Wee Ellsie,G J R Hamilton,"Mr B A Berwick,mr B Martin,mr C T Norman,mr D M White"
1,1,,18/01/2018,406853,14,T2,290.0,334494,Newcastle,492318,Coloured Madam,Oaks Road,Cathy Said So,S Anderson,Mrs J Stott
1,4,,18/01/2018,406852,12,T3,290.0,334494,Newcastle,497249,Dodgers Spur,Salad Dodger,Wee Ellsie,R Jones,The Salad Dodger Syndicate
1,1,,18/01/2018,406851,11,T3,290.0,334494,Newcastle,489102,Murleys Bob,Aero Ardiles,Coolbeggan Pearl,T G Edgar,Mr T G Edgar
1,3,,18/01/2018,406850,10,T1,480.0,334494,Newcastle,497177,Downhill Harp,Taylors Sky,Holdem Senorita,H Burton,Doctor Bacon Boys
1,1,,18/01/2018,406849,9,T3,480.0,334494,Newcastle,483364,Tourbo Barney,Godsend,Arsenal Lady,D Calvert,Miss D Calvert
1,2,,18/01/2018,406848,8,T1,480.0,334494,Newcastle,489064,Cooneen Jack,Chenzhou Boy,Sherrys Rebound,J J Fenwick,Mr J J Fenwick
1,4,,18/01/2018,406847,7,T3,480.0,334494,Newcastle,485191,Dipton Spartan,Sparta Maestro,Minnies Jackpot,S Ray,Mrs M H Ray
1,5,,18/01/2018,406846,6,T3,480.0,334494,Newcastle,481389,Slaneyside Priya,Zero Ten,Jane Of Arc,H Burton,Mr D Clarke
1,3,,18/01/2018,406845,5,T3,480.0,334494,Newcastle,492327,Coloured Road,Oaks Road,Cathy Said So,S Anderson,Mrs J Stott
1,1,,18/01/2018,406844,4,T3,480.0,334494,Newcastle,492216,Wise Wonder,Scolari Me Daddy,Windmill Daisey,S Roberts,The Blits Boys
1,6,,18/01/2018,406843,3,T3,480.0,334494,Newcastle,491025,Wath Mercury,Ballymac Eske,Burnfoot Bound,J J Fenwick,Mr M Brown
1,5,22:35:00,19/01/2018,404597,12,A1,450.0,334537,Sunderland,474970,Pipeys Dream,Killahan Phanter,Archaton Queen,J Sutherst,Mr K Duffy
1,2,22:30:00,19/01/2018,404560,13,A7,435.0,334521,Peterborough,463336,Empress Sofia,Kinloch Brae,Lady Adare,E Gowler,Mrs E Gowler
1,5,22:30:00,19/01/2018,404573,13,D4,280.0,334535,Sheffield,491386,Skip It Django,Tullymurry Act,Bearhaven Perky,J M Lowe,"Mr J Marriott,mrs S Marriott"
1,2,22:20:00,19/01/2018,404596,11,A3,450.0,334537,Sunderland,503743,Fairholme Posh,Taylors Sky,Posh Pawn,E Y Bell,Mr T W Allison
1,4,22:15:00,19/01/2018,404559,12,A6,435.0,334521,Peterborough,485960,Ceroc Lucky Bill,Tullymurry Act,Unique Breda,P J White,Mr P J White
1,5,22:08:00,19/01/2018,404496,15,A1,500.0,334457,Nottingham,496076,Gavrilova,Slip The Lark,Slick Sapphire,A Stone,"Mr N K Murray,mr S D Peters"
1,5,22:05:00,19/01/2018,404595,10,A4,450.0,334537,Sunderland,493981,Witton Oyster,Laughil Blake,Oghill Oyster,J Sutherst,Mr G Lynas
1,5,22:02:00,19/01/2018,404469,14,OR,575.0,334499,Romford,499057,Slick Sphinx,Greenwell Hawk,Droopys Solange,P Janssens,Mr K R Allsop
1,4,22:00:00,19/01/2018,404558,11,A5,435.0,334521,Peterborough,482611,Cabra Tornado,Superior Product,Cabra Midget,G Creckendon,Mr P J Valenti
1,6,22:00:00,19/01/2018,404571,11,A7,500.0,334535,Sheffield,468563,Mullrook Cahill,Droopys Scolari,Bobs Daisey,L A Taylorson,Mrs L A Taylorson
1,2,21:55:00,19/01/2018,404508,12,A3,480.0,334519,Towcester,496639,Ninja Fortune,Droopys Jet,White Star,M A Wallis,Mr T J Coveney
1,4,21:50:00,19/01/2018,404495,14,S3,680.0,334457,Nottingham,484248,Faydas Joy,Ace Hi Rumble,Sparkling Maisie,J R Hall,Mr J R Hall (Snr)
1,4,21:49:00,19/01/2018,404594,9,HP,450.0,334537,Sunderland,502120,Abbys Attitude,Superior Product,Farloe Lyra,E Y Bell,Abby Race Syndicate
1,6,21:45:00,19/01/2018,404570,10,D2,280.0,334535,Sheffield,485079,Carry On,Kinloch Brae,Miss McGrath,L A Taylorson,Mrs L A Taylorson
1,5,21:45:00,19/01/2018,404557,10,A4,435.0,334521,Peterborough,488006,Ebury Victoria,Ballymac Vic,Mountcashel Gift,P Clarke,Mr R G Batten
1,6,21:44:00,19/01/2018,404468,13,OR,400.0,334499,Romford,493891,Bonville Chas,Vans Escalade,Quare Sparkler,M L Locke,Mr S Locke
1,6,21:39:00,19/01/2018,404507,11,D2,260.0,334519,Towcester,462811,Pure Paradise,Scolari Me Daddy,Pure Perception,J W Reynolds,Mr J W Reynolds
1,2,21:33:00,19/01/2018,404593,8,A6,450.0,334537,Sunderland,495125,Kilbarry Favour,Kinloch Brae,Kilbarry Lady,C Mcnicholas,Mr C Leech
1,6,21:32:00,19/01/2018,404494,13,A7,500.0,334457,Nottingham,433104,Tynwald Zena,Makeshift,Ahavoher Racher,E Saville,Taggs Syndicate
1,4,21:30:00,19/01/2018,404569,9,A4,500.0,334535,Sheffield,503327,Roberts Vision,Confident Rankin,Farloe Lila,N Melbourne,Glass Half Full
1,6,21:30:00,19/01/2018,404556,9,A8,435.0,334521,Peterborough,485903,Ders Spirit,Paradise Silva,Dragon Sal,K Gooding,Mr D J Wiepen
1,2,21:26:00,19/01/2018,404467,12,OR,925.0,334499,Romford,483757,Slippy Maska,Kinloch Brae,Mays Maska,M P Brown,"Mrs K Barney,mr C Chesson,mrs H Kemp,mr D Redmile"
1,1,21:23:00,19/01/2018,404506,10,A9,480.0,334519,Towcester,472753,Cappoquin Jill,Top Honcho,Swift Vicki,E Richards,Mrs W M Richards
1,3,21:19:00,19/01/2018,404547,11,OR,480.0,334501,Central Park,500910,Droopys Gleeson,Droopys Nidge,Droopys Loner,D Childs,Mr M J Gilbert
1,3,21:16:00,19/01/2018,404592,7,A2,450.0,334537,Sunderland,490172,Farloe Blade,Premier Fantasy,Farloe Brooke,E Y Bell,"Mr C Oram,mr J P Stephenson"
1,4,21:15:00,19/01/2018,404568,8,A6,500.0,334535,Sheffield,491784,Boherna Lydia,Kinloch Brae,Ascot Lydia,T Bedford,Mr J C Leake
1,4,21:15:00,19/01/2018,404555,8,S3,620.0,334521,Peterborough,478388,Logee Alli,Premier Fantasy,Coolbeggan Honey,S J Spillane,Geelo Racing
1,4,21:14:00,19/01/2018,404493,12,A2,500.0,334457,Nottingham,465482,Drews Lady,Paradise Madison,Droopys Lady,B Denby,Mr M Sims
1,1,21:11:00,19/01/2018,404466,11,OR,575.0,334499,Romford,472605,Roswell Romanov,Quail Hollow,Kranky Leona,M A Wallis,Mr E J Herbert
1,2,21:07:00,19/01/2018,404505,9,A8,480.0,334519,Towcester,494507,Greencroft Knowl,Razldazl Rioga,Coolavanny Sarah,S J Rayner,Mr S J Rayner
1,4,21:03:00,19/01/2018,404546,10,OR,642.0,334501,Central Park,489134,Kentish Power,Elite State,Paradise Geneva,A M P Collett,Mr C R Pocknell
